palabra,n
rechazada,1
rechaza,1
receso,1
recayere,1
recauden,1
recaude,1
recaudación,1
recaerá,1
recaer,1
recae,1
reasumirán,1
realizarse,1
realizadas,1
realiza,1
reafirma,1
razones,1
razonablemente,1
ratificatorio,1
ratificar,1
rama,1
radicadas,1
racionales,1
quinto67,1
quiere,1
quién,1
puntos,1
puestos,1
pudo,1
pudieren,1
pudieran,1
publique,1
publico,1
publicarán,1
psíquica,1
provocar,1
provisorio,1
provisionalmente,1
provisión,1
provenir,1
proveniente,1
proveerán,1
protegido,1
prorrógase,1
prórrogas,1
prorrogarse,1
prorrogado,1
prorrogables,1
propugnen,1
proporcionalmente,1
proporcionalidad,1
proporcionado,1
proponga,1
propicie,1
propiciar,1
propagar,1
propaganda,1
pronunciará,1
pronunciara,1
pronunciada,1
pronuncia,1
pronta,1
promulgarlas,1
promulgados,1
promovida,1
promoverán,1
prometa,1
promesa,1
prolongarse,1
prohibido,1
prohibida,1
prohíbense,1
progreso,1
programas,1
produjo,1
productivo,1
productivas,1
producirse,1
procuren,1
procurárselos,1
proclamar,1
proclama,1
procesales,1
procesal,1
procesadas,1
procediera,1
procediendo,1
proceder,1
procedencia,1
procede,1
procedan,1
problemas,1
privilegio,1
privilegiados,1
priven,1
prive,1
prisiones,1
primitivas,1
previstas,1
previsionales,1
previsional,1
previsión,1
previos,1
previas,1
prevención,1
prevaricación,1
prevalecerán,1
pretexto,1
presumir,1
presten,1
prestará,1
préstamo,1
prestaciones,1
prestación,1
presidir,1
presiden,1
preservar,1
preservación,1
presentare,1
presentada,1
presencia,1
prescrita,1
prescriba,1
predios,1
precisas,1
precisamente,1
practiquen,1
potencias,1
postular,1
postulado,1
posterioridad,1
posteriores,1
poniendo,1
ponga,1
ponerlos,1
pondrá,1
plurianuales,1
pluralismo,1
plenipotenciarios,1
plenamente,1
plena,1
plebiscitadas,1
plazos,1
plazas,1
planta,1
plan,1
pise,1
pierda,1
pie,1
peticiones,1
pesos,1
pesar,1
perturben,1
perturbar,1
pertenezcan,1
perteneciendo,1
pertenecía,1
pertenece,1
persigan,1
permitir,1
permanentes,1
permanente,1
permanecerán,1
peritos,1
periodismo,1
periódicos,1
perderán,1
percibirán,1
percibir,1
penúltimo,1
pensionados,1
pendientes,1
penas,1
penado,1
pedirá,1
pedida,1
paz,1
patrimoniales,1
patrimonial,1
paternidad,1
patentes,1
pase,1
parvularia,1
partidista,1
párrafos,1
parlamentarias,1
parcialmente,1
paralizarse,1
paralización,1
pagada,1
padre,1
pactos,1
pacíficamente,1
pacífica,1
oyendo,1
otorgarse,1
otorgarán,1
otorgado,1
otorgadas,1
otorga,1
originó,1
originará,1
originan,1
original,1
originado,1
orientarse,1
organizarlas,1
organizar,1
organiza,1
orgánico,1
ordinaria,1
ordenará,1
ordenanzas,1
opongan,1
oponga,1
operen,1
operar,1
omitido,1
omisiones,1
omisión,1
oír,1
oído,1
oficialmente,1
ofendida,1
ocupará,1
octavo,1
obtuviera,1
obtenga,1
obtenerla,1
obsta,1
observarse,1
observare,1
observará,1
observancia,1
obra,1
obligatorios,1
obligatoriedad,1
obligatoriamente,1
obligar,1
obligan,1
objetivos,1
objetivas,1
objeciones,1
obedientes,1
obedecidos,1
obedecido,1
nulo,1
nulidad,1
nuevamente,1
núcleo,1
novena,1
notificación,1
notable,1
normativo,1
normativas,1
nóminas,1
nominará,1
nominado,1
nominación,1
nombrare,1
nombrará,1
nombradas,1
nº20.573,1
nº20.193,1
nº19.634,1
nº19.526,1
nº1.086,1
negocios,1
negativa,1
negarle,1
negar,1
necesitarán,1
necesariamente,1
nacionalizados,1
nacionalizado,1
nacionalizadas,1
nacer,1
nacen,1
municipio,1
multa,1
mujeres,1
mujer,1
motivado,1
motivadas,1
morales,1
moradas,1
monto,1
monedas,1
modificarla,1
modificarán,1
modificadas,1
modelos,1
mociones,1
minutos,1
ministeriales,1
ministerial,1
mínimos,1
mínimas,1
metropolitanas,1
método,1
metalíferas,1
merezcan,1
merezca,1
merecimientos,1
merecido,1
merecer,1
mental,1
mensual,1
mencionan,1
mencionado,1
mencionada,1
mejor,1
medie,1
medida,1
mecanismos,1
mecanismo,1
mayoritaria,1
máxima,1
materializar,1
marítimas,1
marcos,1
marcas,1
manteniendo,1
mantenga,1
mantendrá,1
manifiesten,1
manifiestamente,1
manifestada,1
manifestación,1
mandatarios,1
mandatario,1
madre,1
loterías,1
lograr,1
lobby,1
llevar,1
llenar,1
llegue,1
llegare,1
llamarán,1
llamará,1
llamar,1
listas,1
líquidos,1
limiten,1
limitará,1
libro,1
libres,1
ley140,1
lesionada,1
legítimo,1
legislativo,1
laboren,1
laborales,1
laboral,1
kilómetros,1
juzgará,1
juzgados,1
justos,1
justifican,1
justificados,1
justifica,1
jure,1
junto,1
judicialmente,1
josé,1
jerarquizado,1
jerarquizadas,1
jefes,1
jefatura,1
ítem,1
irrenunciable,1
invoquen,1
invocados,1
invocado,1
invocada,1
inviolables,1
inviolabilidad,1
investigaren,1
investigadora,1
investidura,1
inversiones,1
invención,1
invalidar,1
introduce,1
intimada,1
interviniendo,1
intervenga,1
interpuesta,1
interpretativa,1
interpósita,1
interpongan,1
interpondrá,1
intermedio,1
interfieran,1
interesada,1
interdicción,1
interceptarse,1
interceptar,1
intercalado,1
intercalada,1
interamericana,1
integrarán,1
integrando,1
integradas,1
íntegra,1
insuficiente,1
instrumento,1
instruida,1
instrucción,1
institucionales,1
instancia,1
insistir,1
insistido,1
insiste,1
insistan,1
insista,1
inscritos,1
inscripción,1
inscribir,1
inmunidades,1
inmediatos,1
injustos,1
injustificadamente,1
iniciaren,1
iniciará,1
iniciar,1
inhabilitados,1
ingresarán,1
infringir,1
informarse,1
informará,1
informando,1
informa,1
influencia,1
inferiores,1
indultados,1
individualmente,1
indispensables,1
indirectamente,1
indiquen,1
indique,1
indice,1
indicando,1
indicado,1
indemnizatoria,1
indemnizado,1
indemnizaciones,1
indefinidamente,1
indebidamente,1
incurriere,1
incurrido,1
incurran,1
incurra,1
inculpado,1
incremento,1
incrementado,1
incorrecta,1
incorporarán,1
incorporar,1
incorporando,1
incorporales,1
incorporados,1
incorporadas,1
incorpora,1
incomunicación,1
incompatibilidad,1
inclusive,1
incluirse,1
incluir,1
incluidos,1
incluidas,1
inciten,1
incite,1
incidan,1
incapacidades,1
inaplicable,1
inamovilidad,1
inamovibles,1
inalienable,1
imputada,1
imputable,1
imputa,1
impugne,1
impugnada,1
impugnación,1
impuestas,1
improcedente,1
imprimirse,1
imprescriptible,1
impostergables,1
importen,1
imponga,1
imponerse,1
impondrán,1
impliquen,1
implique,1
impidan,1
impida,1
impedido,1
ilícitos,1
ilícitas,1
ilegítimo,1
ilegalmente,1
ilegalidad,1
ilegales,1
ilegal,1
igualmente,1
identificación,1
í,1
huelga,1
honrar,1
honra,1
honores,1
hipódromos,1
himno,1
higiene,1
hiciere,1
hecha,1
harán,1
hallaren,1
haga,1
hacienda,1
hacerla,1
hacen,1
habitantes,1
habitante,1
hábiles,1
guardará,1
graves,1
gravan,1
gravámenes,1
gratuitas,1
grandes,1
gran,1
gradualmente,1
gradual,1
gozará,1
goces,1
giros,1
gerentes,1
generará,1
generando,1
gaseosos,1
fusión,1
fundar,1
fundamentar,1
fundados,1
fundado,1
fundaciones,1
funcionaria,1
funcionará,1
funcional,1
fuero,1
fuente,1
frente,1
franquicias,1
fracciones,1
fracción,1
fósiles,1
formulen,1
fórmulas,1
formularse,1
formulará,1
formen,1
forme,1
formarse,1
formada,1
fomentar,1
físico,1
física,1
fiscalizará,1
fiscalizador,1
firmes,1
firmarse,1
firmaren,1
firmar,1
firmadas,1
financiero,1
financiarse,1
financiará,1
fíjase,1
fijadas,1
fijación,1
figurar,1
fielmente,1
fenecidos,1
favorezca,1
falte,1
faltaran,1
faltaba,1
fallará,1
facultados,1
facilitar,1
extinguida,1
extiende,1
extienda,1
externo,1
extensión,1
extenderá,1
expropiatorio,1
expropiaciones,1
expresar,1
explotar,1
explotaciones,1
expirase,1
expertos,1
expedirse,1
expedido,1
existirán,1
existencia,1
exista,1
eximirán,1
eximidos,1
exigirse,1
exigiere,1
exigibilidad,1
exentos,1
exenciones,1
excusarse,1
exclusivo,1
exceder,1
exceda,1
examinará,1
evacuar,1
evacuado,1
etapas,1
estupefacientes,1
estudiantiles,1
estudiantil,1
estricto,1
estrictamente,1
estricta,1
estimular,1
estimarlo,1
estimaren,1
estatuya,1
estaciones,1
estableciendo,1
establecerse,1
espiritual,1
específicas,1
especificará,1
especies,1
especiales254,1
escuelas,1
escudo,1
escoger,1
esclavos,1
errores,1
errónea,1
erigir,1
equitativamente,1
equilibrado,1
equidad,1
enviará,1
enviar,1
entró,1
entren,1
entrarán,1
entrañas,1
entran,1
entiende,1
entidad,1
enmendado,1
enjuiciamiento,1
enemigos,1
encontrarse,1
encontrare,1
encomendar,1
empresariales,1
empresarial,1
empresa,1
empleador,1
empezar,1
emitir,1
emitiere,1
emitida,1
emitan,1
emisión,1
embajadores,1
emanen,1
emanan,1
emanada,1
eliminación,1
elija,1
eligiéndolos,1
elevará,1
elementos,1
elegirán,1
electoral202,1
electas,1
ejercite,1
ejercida,1
ejercía,1
ejercerse,1
ejercerlas,1
ejercen,1
ejemplar,1
ejecutoriadas,1
ejecutoriada,1
eficiencia,1
eficacia,1
efectivo,1
efectivamente,1
educar,1
editar,1
edición,1
dure,1
dueño,1
dotaciones,1
doscientos,1
donaciones,1
documento,1
doble,1
dividirán,1
dividido,1
divide,1
divida,1
diverso,1
divergencias,1
distribuirlas,1
distintos,1
distintas,1
distinción,1
dispusieren,1
dispuestas,1
dispone,1
dispondrán,1
disolverá,1
disolución,1
disminuido,1
discusiones,1
discusión,1
discriminatorios,1
discrepancias,1
discrepancia,1
disciplinario,1
disciplinadas,1
dirimir,1
dirija,1
dirigirá,1
dirigida,1
dirigente,1
diplomáticos,1
diplomático,1
diplomática,1
dineros,1
dinero,1
dimisión,1
diga,1
difundir,1
difundida,1
dificultades,1
diferente,1
diferencias,1
dieciocho,1
dictarse,1
dictará,1
dictan,1
dictamen,1
dictadas,1
dictada,1
dicta,1
devolviere,1
deuda,1
determinarlos,1
determinan,1
determinadas,1
detener,1
destituido,1
destinos,1
destinarán,1
destinar,1
desproporcionados,1
despachare,1
despachar,1
designadas,1
designada,1
designaciones,1
desestimare,1
desempeñaron,1
desempeñarlos,1
desempeñarán,1
desempeñará,1
desee,1
desechó,1
desecharla,1
desecharen,1
desechar,1
descrito,1
descrita,1
desconozca,1
desconcentrado,1
desconcentrada,1
desconcentración,1
descentralizada,1
descendientes,1
desarrollen,1
desaprueba,1
desafiliación,1
derogarán,1
derogada,1
deriven,1
derivadas,1
depuestos,1
depósitos,1
depositada,1
deporte,1
dependiente,1
dependen,1
denominará,1
denominados,1
denomina,1
denegación,1
den,1
democrática,1
democracia,1
demencia,1
deliberantes,1
deliberaciones,1
delegatoria,1
delegarle,1
delegarán,1
deja,1
definitiva,1
defensor,1
defender,1
deducir,1
decretará,1
declararse,1
declararla,1
declaradas,1
declara,1
decisivo,1
decimotercera,1
decimoséptima,1
decimosegunda,1
decimoquinta,1
decimoprimera,1
decimonovena,1
decimoctava,1
decidir,1
decida,1
deceso,1
debió,1
debiere,1
debiera,1
debido,1
debidamente,1
debate,1
darse,1
darles,1
daños,1
dando,1
dan,1
cumplirse,1
cumplen,1
culturales,1
cultura,1
cultos,1
culpables,1
cuidar,1
cuidando,1
cuerpo,1
cuenten,1
cuentas,1
cuadragésima,1
cronológico,1
crítica,1
crímenes,1
crimen,1
creó,1
creencias,1
cree,1
covaderas,1
costo,1
costa,1
corrija,1
corrigiendo,1
correspondiéndole,1
correspondido,1
correr,1
correcto,1
correcciones,1
corporales,1
coordinarse,1
cooperación,1
cónyuge,1
convoquen,1
convoque,1
convocarse,1
convertirse,1
controversias,1
controversia,1
contribuyan,1
contribuciones,1
contravención,1
contrarios,1
contraloria,1
continuación,1
contienda,1
contestará,1
contestar,1
contenida,1
contengan,1
contemple,1
contemplar,1
contemplada,1
contando,1
consultas,1
consultado,1
constituyen,1
constituyan,1
constitutivos,1
constitutivas,1
constituirse,1
constituirán,1
constituirá,1
constituidas,1
constituida,1
constitucionalmente,1
constitucional197,1
constitucional112,1
constitución257,1
constitucion,1
considere,1
considerará,1
considerados,1
considerado,1
considerada,1
consentimiento,1
consejos,1
consejerías,1
consecutivamente,1
consagradas,1
conocidas,1
conocida,1
conocerán,1
conoce,1
conmutar,1
congreso139,1
conformarse,1
conformado,1
conformada,1
confiscación,1
confirmar,1
configuren,1
confieren,1
conferirán,1
conferir,1
conferido,1
conferencia,1
conducir,1
condición,1
condenado,1
concurrencia,1
concluir,1
conciernan,1
concernientes,1
conceptos,1
concedida,1
concede,1
comunicarán,1
computarse,1
comprometa,1
comprobado,1
comprobada,1
comprendiéndose,1
comprendida,1
comprender,1
componentes,1
compondrá,1
complete,1
complementen,1
complementarias,1
complementando,1
competentes,1
comparecer,1
cómo,1
comités,1
comité,1
comiso,1
cometieron,1
cometidos,1
cometan,1
comerciales,1
comercial,1
comenzarán,1
comenzará,1
colectividades,1
colaboradores,1
coincidan,1
cohecho,1
codificación,1
cobre,1
clausura,1
clara,1
ciudadania,1
cite,1
citará,1
citar,1
citado,1
citadas,1
citada,1
citaciones,1
citación,1
circunscripción,1
cincos,1
científica,1
cesare,1
cesado,1
censura,1
celebren,1
celebre,1
celebrare,1
celebrados,1
celebración,1
cédulas,1
cayere,1
cautelar,1
causal,1
causados,1
caudales,1
caucionen,1
caucionare,1
caucionar,1
categoría,1
castigará,1
cargar,1
carbón,1
características,1
capitales,1
capacitación,1
capacidad,1
canalización,1
canales,1
cambios,1
cambio,1
calles,1
calificará,1
calificadas,1
calificada,1
calendario,1
calamidades,1
cabal,1
búsqueda,1
brevedad,1
blancos,1
bibliotecas,1
beneficiarios,1
bastante,1
básicos,1
básico,1
base,1
bandera,1
bancos,1
avocarse,1
aviso,1
avances,1
autorizados,1
autorizado,1
autónomos,1
ausentare,1
atribuidas,1
atrás,1
atiendan,1
atentar,1
asuntos,1
asunción,1
asumiendo,1
asumidas,1
asuma,1
asociados,1
asistida,1
asistan,1
asignen,1
asignarles,1
asignados,1
asigna,1
asesoría,1
asesorar,1
asesoramiento,1
asesor,1
asentimiento,1
asegurará,1
artística,1
artes,1
arte,1
arrendamiento,1
armónico,1
armónica,1
armados,1
arenas,1
áreas,1
arcillas,1
arbitrarios,1
arbitrarias,1
arbitrará,1
arbitraje,1
aquéllas,1
apuestas,1
apropiadas,1
aprobó,1
aprobatorio,1
aprobaren,1
apremio,1
aprehendidos,1
apreciar,1
apoyo,1
aplicándose,1
aplicados,1
aplica,1
apelación,1
apelables,1
apartarse,1
anular,1
anuales,1
antigua,1
anticipado,1
antecesor,1
anexos,1
análogos,1
análogas,1
ampliar,1
ampara,1
amnistía,1
americana,1
ambiental,1
aludidos,1
aludida,1
aluden,1
alternadamente,1
almirantes,1
allí,1
allanarse,1
allá,1
aliados,1
alegado,1
alcanzará,1
ajustarse,1
ajustará,1
agresión,1
agotamiento,1
agosto,1
afecte,1
afectare,1
afectarán,1
afectados,1
afectación,1
adquisición,1
adquirido,1
adopten,1
adoptada,1
adolecer,1
admitirla,1
admitirá,1
administrativamente,1
administradores,1
administrador,1
administradas,1
administracion,1
adicionado,1
adecuados,1
adecuaciones,1
acusados,1
acusada,1
acuerden,1
actuare,1
actúan,1
actual,1
actuación,1
activo,1
acta,1
acredite,1
acordaren,1
acordados,1
acordadas,1
acogiera,1
acogerse,1
acerca,1
acepte,1
aceptando,1
accesible,1
acatar,1
acaecidos,1
académica,1
abusos,1
abuso,1
absolutoria,1
abrirse,1
aborto,1
abiertamente,1
abastecimiento,1
abandono,1
